node_id,window_start,window_end,pdr_mean,pdr_var,pdr_corrected,speed_kmh,is_handoff,kl_divergence,autocorr_peak,rsu_id,packets_received_total,packets_forwarded_total,ground_truth_label,is_attacker
0,45.0,55.0,0.8516,0.0372,0.8526,25.1,0,0.0687,0.0429,RSU_01,125,104,BENIGN,0
0,46.0,56.0,0.8861,0.0331,0.8876,36.1,0,0.0256,0.0896,RSU_01,88,78,BENIGN,0
0,47.0,57.0,0.9796,0.0229,0.9812,37.2,0,0.0505,0.0448,RSU_01,79,76,BENIGN,0
0,48.0,58.0,0.9462,0.0316,0.9483,49.0,0,0.0073,0.0494,RSU_01,55,49,BENIGN,0
0,49.0,59.0,0.8537,0.0047,0.8546,22.6,0,0.0114,0.0762,RSU_01,111,98,BENIGN,0
0,50.0,60.0,0.9283,0.0033,0.9298,35.9,0,0.0068,0.0987,RSU_01,87,81,BENIGN,0
0,51.0,61.0,0.9871,0.0301,0.9891,48.6,0,0.0301,0.0084,RSU_01,127,124,BENIGN,0
0,52.0,62.0,0.8034,0.0197,0.8043,23.1,0,0.0009,0.0469,RSU_01,55,47,BENIGN,0
0,53.0,63.0,0.9821,0.015,0.9841,49.5,0,0.0229,0.0869,RSU_01,72,72,BENIGN,0
0,54.0,64.0,0.7955,0.0222,0.7972,39.9,0,0.0775,0.0523,RSU_01,112,91,BENIGN,0
0,55.0,65.0,0.9027,0.036,0.9042,35.9,0,0.0036,0.0281,RSU_01,145,134,BENIGN,0
0,56.0,66.0,0.8383,0.0075,0.8399,38.5,0,0.0371,0.0353,RSU_01,108,92,BENIGN,0
0,57.0,67.0,0.9238,0.0065,0.9248,24.1,0,0.0729,0.0823,RSU_01,144,133,BENIGN,0
0,58.0,68.0,0.9759,0.0346,0.9778,45.3,0,0.0036,0.0026,RSU_01,87,87,BENIGN,0
0,59.0,69.0,0.9837,0.0337,0.9854,41.7,0,0.0671,0.0469,RSU_01,91,87,BENIGN,0
0,60.0,70.0,0.9507,0.04,0.9523,38.5,0,0.0797,0.0555,RSU_01,126,119,BENIGN,0
0,61.0,71.0,0.9804,0.0242,0.9819,36.9,0,0.0183,0.0672,RSU_01,111,105,BENIGN,0
0,62.0,72.0,0.8893,0.0309,0.8906,32.7,0,0.0416,0.0852,RSU_01,105,92,BENIGN,0
0,63.0,73.0,0.8081,0.0012,0.8101,47.6,0,0.0604,0.062,RSU_01,120,97,BENIGN,0
0,64.0,74.0,0.8536,0.0236,0.8551,35.9,1,0.0314,0.0437,RSU_01,140,118,BENIGN,0
0,65.0,75.0,0.8633,0.0249,0.865,41.0,0,0.069,0.095,RSU_01,64,50,BENIGN,0
0,66.0,76.0,0.8764,0.0392,0.8781,39.2,0,0.0394,0.0329,RSU_01,113,100,BENIGN,0
0,67.0,77.0,0.8069,0.0061,0.8085,38.4,0,0.0111,0.0641,RSU_01,68,54,BENIGN,0
0,68.0,78.0,0.9202,0.0069,0.9221,45.3,0,0.0154,0.0041,RSU_01,66,60,BENIGN,0
0,69.0,79.0,0.8053,0.0184,0.8067,32.8,0,0.0165,0.0364,RSU_01,100,79,BENIGN,0
0,70.0,80.0,0.9119,0.0033,0.9135,38.5,0,0.0699,0.0921,RSU_01,56,51,BENIGN,0
0,71.0,81.0,0.8187,0.0084,0.8207,46.2,0,0.0296,0.0485,RSU_01,111,89,BENIGN,0
0,72.0,82.0,0.7877,0.0101,0.7891,34.4,0,0.0571,0.0895,RSU_01,101,75,BENIGN,0
0,73.0,83.0,0.8918,0.0097,0.8932,31.6,0,0.0215,0.0377,RSU_01,52,46,BENIGN,0
0,74.0,84.0,0.8052,0.0356,0.8064,30.9,0,0.0475,0.0679,RSU_01,128,101,BENIGN,0
0,75.0,85.0,0.9032,0.0298,0.9046,32.4,0,0.0345,0.0128,RSU_01,78,70,BENIGN,0
0,76.0,86.0,0.8548,0.0395,0.8569,50.5,0,0.0485,0.0237,RSU_01,60,48,BENIGN,0
0,77.0,87.0,0.8192,0.0114,0.8207,35.7,0,0.0139,0.0897,RSU_01,58,46,BENIGN,0
0,78.0,88.0,0.8035,0.0159,0.8043,19.3,0,0.0776,0.0866,RSU_01,131,106,BENIGN,0
0,79.0,89.0,0.9752,0.0223,0.9766,33.6,0,0.0457,0.028,RSU_01,126,121,BENIGN,0
0,80.0,90.0,0.8866,0.0097,0.8881,34.8,0,0.0092,0.0611,RSU_01,78,67,BENIGN,0
0,81.0,91.0,0.8918,0.0021,0.8931,30.3,0,0.0269,0.0134,RSU_01,56,50,BENIGN,0
0,82.0,92.0,0.9396,0.0238,0.9411,34.5,0,0.0377,0.0412,RSU_01,84,80,BENIGN,0
0,83.0,93.0,0.794,0.0296,0.7957,40.7,0,0.046,0.0842,RSU_01,63,50,BENIGN,0
0,84.0,94.0,0.8145,0.0326,0.8159,34.6,0,0.0532,0.0523,RSU_01,85,70,BENIGN,0
0,85.0,95.0,0.8722,0.0151,0.8738,37.2,0,0.037,0.0301,RSU_01,124,110,BENIGN,0
0,86.0,96.0,0.8606,0.0217,0.8617,26.7,0,0.0725,0.0624,RSU_01,61,52,BENIGN,0
0,87.0,97.0,0.8092,0.0318,0.8109,40.7,0,0.0496,0.0533,RSU_01,139,113,BENIGN,0
0,88.0,98.0,0.8322,0.0298,0.8337,35.5,0,0.0027,0.057,RSU_01,126,105,BENIGN,0
0,89.0,99.0,0.8032,0.0339,0.8048,36.6,0,0.0102,0.0397,RSU_01,129,105,BENIGN,0
0,90.0,100.0,0.9312,0.0256,0.9327,35.9,0,0.0555,0.0543,RSU_01,75,68,BENIGN,0
0,91.0,101.0,0.9025,0.016,0.9038,30.9,0,0.037,0.0947,RSU_01,65,57,BENIGN,0
0,92.0,102.0,0.7838,0.0349,0.7855,40.8,0,0.0746,0.0565,RSU_01,119,98,BENIGN,0
0,93.0,103.0,0.901,0.0243,0.9027,41.1,0,0.0339,0.0736,RSU_01,143,129,BENIGN,0
0,94.0,104.0,0.9868,0.0336,0.9884,38.6,0,0.01,0.0921,RSU_01,136,135,BENIGN,0
0,95.0,105.0,0.7915,0.0134,0.794,59.7,0,0.0642,0.0005,RSU_01,83,66,BENIGN,0
0,96.0,106.0,0.8527,0.0139,0.8547,46.2,0,0.059,0.0452,RSU_01,72,56,BENIGN,0
0,97.0,107.0,0.8847,0.0168,0.8859,30.4,0,0.0732,0.0362,RSU_01,108,95,BENIGN,0
0,98.0,108.0,0.8112,0.0166,0.8125,31.2,0,0.0068,0.0997,RSU_01,100,82,BENIGN,0
0,99.0,109.0,0.8241,0.0359,0.8255,33.9,0,0.0164,0.0191,RSU_01,53,43,BENIGN,0
0,100.0,110.0,0.9429,0.0181,0.9454,59.9,0,0.042,0.0441,RSU_01,90,82,BENIGN,0
0,101.0,111.0,0.961,0.0378,0.9622,29.9,0,0.0299,0.0271,RSU_01,114,109,BENIGN,0
0,102.0,112.0,0.9304,0.0264,0.9319,36.5,0,0.0022,0.0222,RSU_01,73,67,BENIGN,0
0,103.0,113.0,0.9171,0.0095,0.9187,40.2,0,0.008,0.0243,RSU_01,122,111,BENIGN,0
0,104.0,114.0,0.9203,0.0082,0.922,41.2,0,0.0235,0.0896,RSU_01,51,47,BENIGN,0
0,105.0,115.0,0.9517,0.0137,0.9527,26.0,0,0.0208,0.038,RSU_01,109,107,BENIGN,0
0,106.0,116.0,0.8959,0.0174,0.8978,45.4,0,0.0236,0.0948,RSU_01,126,110,BENIGN,0
0,107.0,117.0,0.8693,0.0009,0.8713,47.1,0,0.0215,0.0542,RSU_01,113,98,BENIGN,0
0,108.0,118.0,0.9867,0.021,0.9882,34.4,0,0.0137,0.0272,RSU_01,51,49,BENIGN,0
0,109.0,119.0,0.9168,0.0332,0.9179,26.3,0,0.0165,0.0011,RSU_01,63,58,BENIGN,0
0,110.0,120.0,0.8168,0.0366,0.819,52.3,0,0.0335,0.0383,RSU_01,101,85,BENIGN,0
0,111.0,121.0,0.8315,0.0156,0.833,36.6,0,0.0231,0.0356,RSU_01,121,101,BENIGN,0
0,112.0,122.0,0.9194,0.0375,0.9212,44.0,0,0.0586,0.0215,RSU_01,53,45,BENIGN,0
0,113.0,123.0,0.8842,0.0239,0.8861,44.2,0,0.0267,0.0771,RSU_01,60,50,BENIGN,0
0,114.0,124.0,0.9246,0.0174,0.9263,40.8,0,0.0197,0.0819,RSU_01,129,118,BENIGN,0
0,115.0,125.0,0.8558,0.0037,0.8571,30.7,0,0.0734,0.0137,RSU_01,145,125,BENIGN,0
0,116.0,126.0,0.9633,0.0293,0.9645,28.8,0,0.0645,0.0659,RSU_01,119,114,BENIGN,0
0,117.0,127.0,0.8265,0.0395,0.8279,35.7,0,0.0755,0.0039,RSU_01,120,100,BENIGN,0
0,118.0,128.0,0.9265,0.0119,0.9284,45.9,1,0.074,0.0971,RSU_01,144,133,BENIGN,0
0,119.0,129.0,0.847,0.0332,0.849,48.4,0,0.003,0.0596,RSU_01,73,61,BENIGN,0
0,120.0,130.0,0.7937,0.0126,0.795,31.0,0,0.0432,0.0791,RSU_01,81,66,BENIGN,0
0,121.0,131.0,0.8289,0.001,0.8309,46.3,0,0.0696,0.0021,RSU_01,137,114,BENIGN,0
0,122.0,132.0,0.9896,0.014,0.9914,45.1,0,0.0614,0.0402,RSU_01,97,96,BENIGN,0
0,123.0,133.0,0.9413,0.0167,0.9433,46.7,0,0.0337,0.0738,RSU_01,73,69,BENIGN,0
0,124.0,134.0,0.8422,0.0093,0.8438,37.0,0,0.0034,0.0018,RSU_01,148,123,BENIGN,0
0,125.0,135.0,0.8258,0.038,0.8268,23.9,0,0.0629,0.0089,RSU_01,91,72,BENIGN,0
0,126.0,136.0,0.9881,0.0093,0.9906,57.8,0,0.0754,0.065,RSU_01,110,107,BENIGN,0
0,127.0,137.0,0.8263,0.0075,0.8274,26.8,0,0.0624,0.035,RSU_01,55,45,BENIGN,0
0,128.0,138.0,0.9262,0.0062,0.9277,36.4,0,0.0653,0.0224,RSU_01,72,64,BENIGN,0
0,129.0,139.0,0.7992,0.0351,0.8016,58.2,0,0.0212,0.013,RSU_01,138,112,BENIGN,0
0,130.0,140.0,0.7983,0.0163,0.8001,43.7,0,0.0298,0.026,RSU_01,122,99,BENIGN,0
0,131.0,141.0,0.9235,0.003,0.9248,32.6,0,0.0681,0.0495,RSU_01,98,90,BENIGN,0
0,132.0,142.0,0.9224,0.0226,0.9244,49.0,0,0.0214,0.0879,RSU_01,129,119,BENIGN,0
0,133.0,143.0,0.9288,0.0335,0.9307,46.8,0,0.0558,0.068,RSU_01,111,103,BENIGN,0
0,134.0,144.0,0.9631,0.0012,0.9645,34.2,0,0.0661,0.0129,RSU_01,83,80,BENIGN,0
0,135.0,145.0,0.9547,0.0203,0.9562,33.8,0,0.0005,0.0287,RSU_01,111,106,BENIGN,0
0,136.0,146.0,0.9131,0.0216,0.9148,39.6,0,0.0624,0.0107,RSU_01,126,115,BENIGN,0
0,137.0,147.0,0.9129,0.0373,0.9147,43.7,0,0.0082,0.0937,RSU_01,118,107,BENIGN,0
0,138.0,148.0,0.7941,0.0233,0.7957,37.9,0,0.0277,0.0621,RSU_01,54,42,BENIGN,0
0,139.0,149.0,0.7846,0.0129,0.7864,42.3,1,0.0391,0.077,RSU_01,118,91,BENIGN,0
0,140.0,150.0,0.8695,0.0181,0.8706,25.8,0,0.0131,0.0795,RSU_01,119,102,BENIGN,0
0,141.0,151.0,0.9797,0.006,0.9817,48.3,0,0.0346,0.0944,RSU_01,91,91,BENIGN,0
0,142.0,152.0,0.9866,0.0164,0.9879,29.5,0,0.0715,0.023,RSU_01,71,71,BENIGN,0
0,143.0,153.0,0.9615,0.0189,0.9632,40.0,0,0.0775,0.0186,RSU_01,136,130,BENIGN,0
0,144.0,154.0,0.9398,0.025,0.9417,45.0,0,0.0105,0.0033,RSU_01,142,134,BENIGN,0
0,145.0,155.0,0.8046,0.005,0.8067,49.4,0,0.0548,0.043,RSU_01,70,57,BENIGN,0
0,146.0,156.0,0.8365,0.0319,0.8379,33.4,0,0.0248,0.0455,RSU_01,51,42,BENIGN,0
0,147.0,157.0,0.906,0.0117,0.9076,38.0,0,0.0556,0.086,RSU_01,127,113,BENIGN,0
0,148.0,158.0,0.8308,0.0395,0.8325,39.2,0,0.0114,0.0499,RSU_01,111,91,BENIGN,0
0,149.0,159.0,0.8486,0.0207,0.8504,43.6,1,0.007,0.0351,RSU_01,53,48,BENIGN,0
0,150.0,160.0,0.8992,0.0276,0.9008,37.9,0,0.064,0.02,RSU_01,66,57,BENIGN,0
0,151.0,161.0,0.7866,0.0374,0.7884,41.6,0,0.0042,0.0541,RSU_01,120,92,BENIGN,0
0,152.0,162.0,0.8513,0.0326,0.8531,42.5,0,0.0064,0.0895,RSU_01,104,89,BENIGN,0
0,153.0,163.0,0.8905,0.0293,0.8921,37.8,0,0.0065,0.006,RSU_01,74,68,BENIGN,0
0,154.0,164.0,0.9183,0.0199,0.9196,31.1,0,0.0444,0.0719,RSU_01,72,65,BENIGN,0
0,155.0,165.0,0.7952,0.0012,0.7964,30.3,0,0.0206,0.0463,RSU_01,136,109,BENIGN,0
0,156.0,166.0,0.8526,0.0148,0.8546,46.8,0,0.079,0.004,RSU_01,136,117,BENIGN,0
0,157.0,167.0,0.8822,0.0349,0.8833,26.9,0,0.0721,0.0422,RSU_01,77,71,BENIGN,0
0,158.0,168.0,0.9108,0.0253,0.9127,45.8,0,0.0586,0.0132,RSU_01,121,110,BENIGN,0
0,159.0,169.0,0.8319,0.0348,0.8337,42.0,0,0.0356,0.0515,RSU_01,85,70,BENIGN,0
0,160.0,170.0,0.9836,0.0103,0.9848,30.1,0,0.0525,0.0325,RSU_01,127,125,BENIGN,0
0,161.0,171.0,0.8156,0.0208,0.8168,26.9,0,0.027,0.0829,RSU_01,93,75,BENIGN,0
0,162.0,172.0,0.8151,0.0067,0.8169,44.6,0,0.0029,0.0736,RSU_01,116,91,BENIGN,0
0,163.0,173.0,0.9029,0.0347,0.905,49.1,0,0.0165,0.0112,RSU_01,76,68,BENIGN,0
0,164.0,174.0,0.7883,0.0049,0.7899,39.8,0,0.0362,0.0934,RSU_01,81,62,BENIGN,0
0,165.0,175.0,0.9872,0.0386,0.9886,34.7,0,0.0004,0.0952,RSU_01,113,111,BENIGN,0
0,166.0,176.0,0.8827,0.0267,0.8843,38.3,0,0.0112,0.003,RSU_01,80,72,BENIGN,0
0,167.0,177.0,0.9837,0.0038,0.985,31.9,0,0.0538,0.0444,RSU_01,136,135,BENIGN,0
0,168.0,178.0,0.9784,0.0273,0.9802,43.7,0,0.0398,0.0618,RSU_01,136,131,BENIGN,0
0,169.0,179.0,0.9248,0.0271,0.9263,35.8,0,0.0173,0.0659,RSU_01,89,82,BENIGN,0
0,170.0,180.0,0.9899,0.0019,0.9913,33.2,0,0.0782,0.0407,RSU_01,137,136,BENIGN,0
0,171.0,181.0,0.9645,0.0162,0.9662,42.1,0,0.0262,0.0668,RSU_01,130,128,BENIGN,0
0,172.0,182.0,0.9517,0.0048,0.9536,45.1,0,0.0436,0.0006,RSU_01,82,79,BENIGN,0
0,173.0,183.0,0.8616,0.0179,0.8628,29.1,0,0.019,0.0373,RSU_01,72,58,BENIGN,0
0,174.0,184.0,0.9101,0.0185,0.9118,40.7,0,0.0304,0.0863,RSU_01,101,90,BENIGN,0
0,175.0,185.0,0.8598,0.016,0.8613,35.7,0,0.0464,0.0534,RSU_01,110,94,BENIGN,0
0,176.0,186.0,0.9807,0.0007,0.9825,44.8,0,0.0157,0.0008,RSU_01,114,112,BENIGN,0
0,177.0,187.0,0.7927,0.0374,0.7942,37.3,0,0.0281,0.0101,RSU_01,98,78,BENIGN,0
0,178.0,188.0,0.9486,0.0216,0.95,32.4,0,0.0249,0.061,RSU_01,121,112,BENIGN,0
0,179.0,189.0,0.818,0.0272,0.8195,34.5,0,0.0145,0.0525,RSU_01,120,94,BENIGN,0
0,180.0,190.0,0.9822,0.0193,0.9839,40.6,0,0.0645,0.055,RSU_01,54,51,BENIGN,0
0,181.0,191.0,0.952,0.0354,0.9538,43.1,0,0.0182,0.0212,RSU_01,111,105,BENIGN,0
0,182.0,192.0,0.8542,0.0095,0.8562,48.6,0,0.0624,0.0275,RSU_01,132,112,BENIGN,0
0,183.0,193.0,0.911,0.0181,0.9133,53.9,0,0.0469,0.0168,RSU_01,123,110,BENIGN,0
0,184.0,194.0,0.785,0.0257,0.7865,36.5,0,0.0486,0.0547,RSU_01,73,58,BENIGN,0
0,185.0,195.0,0.9874,0.0055,0.9896,51.0,0,0.0556,0.0404,RSU_01,92,87,BENIGN,0
0,186.0,196.0,0.807,0.0042,0.8089,47.2,0,0.0579,0.0578,RSU_01,77,64,BENIGN,0
0,187.0,197.0,0.7946,0.0208,0.7959,30.6,0,0.0054,0.08,RSU_01,73,56,BENIGN,0
0,188.0,198.0,0.8919,0.013,0.8939,47.6,0,0.0266,0.0669,RSU_01,149,133,BENIGN,0
0,189.0,199.0,0.8777,0.0024,0.8796,44.9,0,0.045,0.0958,RSU_01,67,62,BENIGN,0
0,190.0,200.0,0.8003,0.018,0.8016,31.4,0,0.0605,0.0348,RSU_01,116,94,BENIGN,0
0,191.0,201.0,0.9884,0.0371,0.9899,35.1,0,0.0432,0.0842,RSU_01,102,98,BENIGN,0
0,192.0,202.0,0.8068,0.033,0.8082,33.4,0,0.0626,0.0709,RSU_01,53,43,BENIGN,0
0,193.0,203.0,0.7984,0.0375,0.7997,30.8,0,0.0443,0.0306,RSU_01,89,69,BENIGN,0
0,194.0,204.0,0.9731,0.0199,0.9754,56.6,0,0.0794,0.0851,RSU_01,70,65,BENIGN,0
0,195.0,205.0,0.9623,0.0322,0.9638,35.9,0,0.0632,0.0305,RSU_01,58,58,BENIGN,0
0,196.0,206.0,0.8527,0.039,0.8539,29.9,0,0.0513,0.0822,RSU_01,63,53,BENIGN,0
0,197.0,207.0,0.8167,0.0201,0.8192,59.1,0,0.0319,0.0146,RSU_01,86,69,BENIGN,0
0,198.0,208.0,0.8455,0.0202,0.8473,43.4,0,0.0352,0.0106,RSU_01,114,96,BENIGN,0
0,199.0,209.0,0.8119,0.0025,0.8137,43.7,0,0.0625,0.046,RSU_01,55,42,BENIGN,0
0,200.0,210.0,0.8437,0.004,0.8451,34.9,0,0.0554,0.0062,RSU_01,100,83,BENIGN,0
0,201.0,211.0,0.8907,0.017,0.8918,27.1,0,0.0105,0.0887,RSU_01,94,85,BENIGN,0
0,202.0,212.0,0.9538,0.0293,0.9553,35.3,0,0.0615,0.0011,RSU_01,91,84,BENIGN,0
0,203.0,213.0,0.9397,0.0055,0.9412,36.2,0,0.0428,0.0215,RSU_01,51,47,BENIGN,0
0,204.0,214.0,0.8754,0.0338,0.8767,31.4,0,0.0078,0.0488,RSU_01,65,56,BENIGN,0
0,205.0,215.0,0.8589,0.0158,0.861,48.7,0,0.0368,0.0785,RSU_01,139,117,BENIGN,0
0,206.0,216.0,0.8335,0.0336,0.8355,48.5,0,0.0031,0.0902,RSU_01,96,77,BENIGN,0
0,207.0,217.0,0.9137,0.0246,0.9158,50.6,0,0.0053,0.0518,RSU_01,65,61,BENIGN,0
0,208.0,218.0,0.7888,0.0034,0.7904,40.1,0,0.0573,0.0072,RSU_01,57,48,BENIGN,0
0,209.0,219.0,0.8534,0.031,0.8548,32.9,0,0.0529,0.0185,RSU_01,67,59,BENIGN,0
0,210.0,220.0,0.8357,0.0008,0.8374,41.6,0,0.0066,0.0968,RSU_01,79,64,BENIGN,0
0,211.0,221.0,0.8232,0.0049,0.825,44.2,0,0.0492,0.0775,RSU_01,114,96,BENIGN,0
0,212.0,222.0,0.9477,0.0117,0.9492,34.7,0,0.0784,0.0602,RSU_01,108,102,BENIGN,0
0,213.0,223.0,0.8069,0.0135,0.8088,45.3,0,0.0742,0.0225,RSU_01,87,71,BENIGN,0
0,214.0,224.0,0.978,0.0096,0.9791,25.5,0,0.0097,0.0197,RSU_01,138,131,BENIGN,0
0,215.0,225.0,0.9609,0.0339,0.9621,28.6,0,0.0735,0.0252,RSU_01,125,121,BENIGN,0
0,216.0,226.0,0.9431,0.0262,0.9451,49.1,0,0.0142,0.0545,RSU_01,148,139,BENIGN,0
0,217.0,227.0,0.9517,0.0085,0.9533,38.6,0,0.0405,0.0841,RSU_01,123,116,BENIGN,0
0,218.0,228.0,0.8425,0.0226,0.8449,57.8,0,0.0551,0.0873,RSU_01,113,97,BENIGN,0
0,219.0,229.0,0.782,0.0099,0.7834,34.4,0,0.0581,0.0992,RSU_01,59,47,BENIGN,0
0,220.0,230.0,0.8966,0.0293,0.8986,49.7,0,0.0493,0.0188,RSU_01,85,75,BENIGN,0
0,221.0,231.0,0.9398,0.0014,0.9415,41.6,1,0.0597,0.0202,RSU_01,145,139,BENIGN,0
0,222.0,232.0,0.8442,0.0351,0.8453,27.8,0,0.0797,0.0368,RSU_01,94,77,BENIGN,0
0,223.0,233.0,0.8622,0.0165,0.8641,44.1,0,0.0556,0.0003,RSU_01,111,96,BENIGN,0
0,224.0,234.0,0.9035,0.0192,0.9056,48.7,0,0.0514,0.0065,RSU_01,107,95,BENIGN,0
0,225.0,235.0,0.9221,0.0322,0.9243,54.3,0,0.0216,0.0825,RSU_01,99,95,BENIGN,0
0,226.0,236.0,0.9456,0.0207,0.9476,48.3,0,0.0352,0.0147,RSU_01,82,76,BENIGN,0
0,227.0,237.0,0.9056,0.0294,0.907,32.6,0,0.0799,0.0933,RSU_01,114,102,BENIGN,0
0,228.0,238.0,0.8049,0.0164,0.8071,54.3,0,0.0672,0.0384,RSU_01,107,83,BENIGN,0
0,229.0,239.0,0.8502,0.001,0.8515,29.3,0,0.0019,0.0832,RSU_01,77,66,BENIGN,0
0,230.0,240.0,0.8345,0.0172,0.8355,24.2,0,0.0698,0.0842,RSU_01,68,57,BENIGN,0
0,231.0,241.0,0.808,0.0032,0.8096,37.8,0,0.0582,0.0496,RSU_01,93,77,BENIGN,0
0,232.0,242.0,0.9081,0.0054,0.9101,46.6,0,0.0601,0.0657,RSU_01,145,133,BENIGN,0
0,233.0,243.0,0.9703,0.01,0.9716,31.6,0,0.0218,0.0759,RSU_01,94,89,BENIGN,0
0,234.0,244.0,0.9704,0.0056,0.9718,35.2,0,0.0426,0.0411,RSU_01,84,81,BENIGN,0
